ID,Edad,Sexo,NED,NumBancos,NumFinanc,TDSR,C6M,AumDeu,PI,Cont,Vigen,Ingreso,Default
313,44,F,TNT,1,3,28.47,2B,0.1937,0,195360,181892.6744,38214.87125,M
314,49,F,TT,2,0,24.58,2B,0.0644,0,669068,45475.23928,101985.0245,B
315,34,M,TT,0,0,12.13,2A,0.0877,0,141748,741554.6778,48040.93031,B
316,27,F,TNT,3,2,85.26,3,-0.0073,0,277410,191077.5807,38416.68165,M
317,45,F,ST,2,0,12.6,1C,-0.027,0,226056,198259.7925,26726.16772,B
318,33,M,TT,0,0,9.72,1C,0.1871,1,69931,270228.3642,56301.67943,B
319,52,M,TNT,2,1,7.09,1C,0.1794,0,115545,61964.38259,59341.3134,B
320,51,F,SNT,2,0,16.52,1C,0.1445,0,194115,509844.5924,34992.99625,B
321,47,M,PT,0,1,8.88,1A,0.1626,1,548614,934654.9363,28620.58639,B
322,41,F,ST,3,0,20.11,4,0.2294,0,70769,112318.1025,45994.42446,M
323,42,M,SNT,2,3,3.22,5,0.1163,0,50130,159422.4608,34910.40137,M
324,45,M,TT,3,1,10.6,1A,0.1032,0,872503,70665.51746,297360.6408,B
325,44,M,SNT,0,1,38.08,1A,-0.138,0,143547,168375.3467,29771.0132,M
326,27,M,TT,3,2,6.88,1C,-0.1205,0,143413,809562.0606,69380.37329,B
327,20,F,ST,4,1,22.3,1C,0.0783,0,275492,24048.66104,22951.52494,B
328,37,M,TNT,0,2,11.08,2B,-0.0488,0,123915,182168.5313,68238.04212,B
329,53,M,ST,0,1,24.7,1A,-0.1483,0,114199,99117.5134,60716.37223,B
330,32,M,ST,0,0,8.74,1C,0.0563,1,709015,316068.5622,43343.04532,B
331,32,F,TNT,2,1,14.88,2A,-0.027,0,25687,122064.8714,41390.088,M
332,65,M,TT,0,0,44.54,2B,0.1625,0,70138,454551.8989,236943.058,B
333,49,F,PT,1,1,14.66,1C,-0.0462,0,247510,175534.5409,27926.69931,B
334,63,F,SNT,0,2,57.9,1C,0.0078,0,1038071,311682.3236,132101.7833,B
335,31,M,ST,2,1,14.16,2A,0.0886,1,264362,443888.0374,50097.84715,B
336,32,F,TT,0,3,44.48,5,-0.1096,0,144815,413793.0571,91655.98448,M
337,41,M,PT,0,1,103.69,2B,0.041,0,966390,461748.4043,24993.64268,M
338,47,F,ST,2,3,37.22,1C,0.0743,0,63114,265518.1511,34996.68437,B
339,41,F,PT,2,3,20.55,1C,-0.0452,1,55781,233992.9196,18344.31531,B
340,55,F,TT,2,0,8.74,1C,0.1786,0,94837,640156.4251,484370.4688,B
341,56,F,TNT,2,0,117.43,1C,-0.0621,1,158559,297137.1588,236608.1517,B
342,32,M,ST,2,0,46.96,1C,0.0803,0,288033,338755.4907,34039.1955,B
343,43,M,TT,0,1,5.4,1C,-0.0015,0,198978,471656.9987,137795.1475,B
344,48,M,ST,2,2,22.66,2B,0.0217,0,263778,296562.8547,75850.21042,B
345,27,M,ST,0,1,11.51,3,0.0762,0,389192,281431.8391,41135.87546,M
346,21,F,TT,3,1,31.88,1C,0.0642,0,24600,104131.0927,60247.97355,B
347,47,M,TNT,2,3,33.73,1C,-0.0107,1,407631,178564.8783,79899.81052,B
348,59,M,TT,4,2,48.41,1C,0.0223,0,220798,308234.6538,295127.1519,B
349,45,F,TT,1,1,15.36,3,-0.1307,0,299509,158569.4256,184132.9283,B
350,32,M,SNT,0,2,7.96,5,0.077,0,251908,130553.6432,41611.78909,M
351,39,M,TNT,1,1,31.36,3,0.0183,0,134160,1581126.678,60675.20056,M
352,46,M,TNT,3,2,26.97,1C,0.1966,0,167892,27621.61249,67680.58928,B
353,45,M,TT,1,0,5.63,3,0.1785,0,46095,134269.4937,128635.8126,B
354,35,F,SNT,0,2,11.59,3,0.1468,0,116153,173453.2044,27542.13842,M
355,49,F,TNT,0,1,15.44,4,0.013,0,57711,495310.9016,149609.8415,B
356,50,M,TT,3,3,9.69,1C,-0.0491,0,222927,371420.915,74474.25445,B
357,43,M,ST,1,2,23.8,1A,-0.0393,1,259887,298286.1294,45629.88414,B
358,45,M,TNT,0,1,21.34,4,0.0093,0,178260,118876.3559,51266.08154,M
359,33,M,SNT,1,2,43.46,1C,-0.0038,0,167064,176594.6649,23438.94639,M
360,25,M,TT,2,0,10.07,2B,-0.0757,0,125285,41029.40063,89264.10803,B
361,39,F,ST,2,3,54.21,2A,0.031,0,114032,53818.90573,49580.39832,M
362,54,M,SNT,1,0,9.71,1C,0.0336,1,53622,291776.2772,64863.63906,B
363,42,M,TNT,3,0,10.66,2B,-0.0124,0,114097,383953.0821,63415.27419,B
364,42,M,ST,2,0,10.22,1C,0.1473,0,134867,209037.573,91130.1258,B
365,39,F,TT,1,1,2.13,5,0.2196,0,283959,67105.89416,80958.24715,B
366,36,M,ST,0,1,5.1,2B,0.1131,0,69909,174173.346,49582.31395,M
367,46,M,ST,0,1,11.4,5,0.1553,0,77901,674133.5566,51711.56688,M
368,48,M,TT,2,2,13.84,3,0.0197,0,305792,605224.0796,130121.395,B
369,50,M,SNT,2,1,54.6,1C,-0.0469,0,144941,121123.2634,36977.5685,B
370,51,M,SNT,3,0,26.77,4,0.0351,0,464271,448184.1914,34193.02953,M
371,52,F,ST,1,0,14.24,1C,0.029,0,195220,615543.4072,64442.81964,B
372,45,F,TNT,1,3,36.15,5,-0.1229,0,43803,266905.8982,75903.37312,M
373,39,M,TNT,3,0,8.1,1C,0.0749,1,381227,27898.17234,56711.34865,B
374,47,M,TNT,3,0,44.99,2B,0.0433,0,150107,278933.2799,86739.00816,B
375,44,M,ST,2,3,14.22,1C,0.2004,0,6552,154931.5541,71046.99481,M
376,48,F,TT,2,0,7.15,2A,-0.0308,0,194864,340287.5463,56508.8265,B
377,40,F,SNT,1,2,10.87,1C,0.2013,0,120071,250587.0609,26450.81779,M
378,53,F,SNT,2,2,18.39,3,0.0697,0,7183,19393.44501,72988.8889,M
379,51,F,TNT,0,3,4.51,1C,-0.1102,0,155004,240100.1689,99156.81532,M
380,41,M,ST,1,3,66.16,5,-0.0799,1,61178,289230.4131,36020.81323,M
381,49,M,SNT,2,0,33.96,2A,0.1287,0,90619,34902.94616,44021.88001,B
382,45,F,TNT,1,0,8.73,4,-0.0258,0,320101,422085.4977,130458.0055,B
383,44,M,SNT,0,1,18.85,5,-0.0213,0,416866,172184.9051,52710.03658,M
384,29,M,PT,1,0,116.09,2B,-0.0176,1,118992,28616.73236,25824.43524,M
385,59,M,TT,2,2,66.49,2A,0.1904,0,318326,148651.9697,216411.4247,B
386,38,M,TNT,3,0,189.93,1C,0.0037,0,250849,220109.3059,48475.49223,M
387,65,F,TT,3,1,59.95,1C,0.1651,0,132529,361490.39,245010.8761,B
388,54,M,TT,1,3,7.06,3,-0.1097,0,30641,154642.4549,164578.3459,B
389,54,M,TT,1,0,24.05,1C,-0.0707,0,165772,153704.0307,101427.7132,B
390,62,F,ST,2,1,4.23,5,0.0469,0,21520,99156.14645,108183.2714,M
391,42,M,SNT,2,0,39.85,1C,0.1343,0,426001,118438.6654,50686.87141,B
392,23,M,ST,2,1,61.58,1C,0.107,0,235266,379753.6858,30184.37764,B
393,50,M,TNT,0,0,14.81,3,-0.0622,0,36111,353172.1178,89522.09583,B
394,28,M,TNT,0,1,36.94,1C,0.0278,1,4278,166302.6075,26481.76287,B
395,48,F,PNT,2,0,56.62,2A,0.1652,1,361809,613122.1756,24598.28855,B
396,29,F,TNT,0,0,163.85,1C,-0.1065,0,59608,189188.7578,118694.8901,B
397,48,M,SNT,2,3,9.6,1C,0.08,0,104981,670434.7936,28430.27941,M
398,51,M,SNT,0,0,19.24,1C,0.1489,0,96228,476244.5824,123210.4679,B
399,48,F,TNT,1,0,10.87,1A,0.1917,0,679363,150299.8278,120731.9122,B
400,46,M,TNT,3,0,40.19,2B,0.2064,0,113463,360553.8927,51919.83642,M
401,52,F,TT,0,0,75.2,3,0.2673,1,158242,334463.4681,125749.6586,B
402,44,M,TNT,2,3,90.27,1C,-0.0666,0,91004,12380.2643,71083.28527,B
403,29,M,ST,2,0,50.41,3,5.00E-04,0,64996,33340.66585,25116.90731,M
404,54,M,TT,0,0,9.24,1C,-0.0525,0,487552,111972.7041,246174.6838,B
405,40,F,ST,0,0,26.97,1A,-0.1673,0,703378,353515.8653,37288.81396,B
406,55,M,TT,2,2,95.86,1C,-0.0352,0,309794,814775.6317,137334.2807,B
407,29,M,TT,2,3,62.16,1A,-0.0099,0,117356,302699.0502,62160.44463,B
408,35,M,PNT,3,3,125.68,3,0.053,0,47699,26313.87909,17756.65259,M
409,28,F,TT,0,0,20.36,2B,-0.1464,1,64726,331573.1921,43987.12236,B
410,48,M,TT,2,0,9.89,1C,-0.1109,0,73247,209397.3869,128228.0411,B
411,35,M,ST,0,2,8.79,2A,0.0403,0,192111,172476.9683,55643.90893,M
412,48,M,PNT,0,2,1.29,1C,0.2,0,180222,1397807.519,26841.47066,M
413,57,F,ST,0,1,14.51,2A,0.1491,0,253820,87358.52904,75619.25647,M
414,45,M,TT,2,2,15.91,1C,0.2209,0,13130,410729.5432,114670.4494,B
415,43,M,TNT,4,0,22.33,5,0.0266,0,77669,230585.6668,73345.39918,M
416,44,M,SNT,2,0,9.71,4,0.0157,1,252406,99347.38128,31895.55805,B
417,34,M,TT,2,2,6.67,1C,-0.1079,0,279128,58438.71207,129137.9182,B
418,42,M,TT,2,0,76.69,1C,-0.0021,0,31543,42828.84107,139460.0147,B
419,28,M,PT,1,1,57.32,1C,-0.0163,0,117674,441492.3696,15761.65442,M
420,24,F,TNT,2,0,16.77,1C,0.0121,1,24403,70657.76354,25359.28096,B
421,31,M,ST,0,3,25.35,1C,0.1275,0,146481,83506.88088,38439.43214,M
422,33,M,TT,3,1,95,2B,0.0898,0,170971,296727.1765,94209.36927,B
423,46,M,TNT,0,0,5.59,2A,0.151,0,246673,417513.2698,74208.3081,M
424,33,M,ST,0,2,128.81,2A,0.0738,0,101232,150025.0349,47571.14694,M
425,36,M,TT,0,0,11.29,1C,0.1069,0,213782,73152.30032,66431.39702,B
426,58,M,ST,3,3,53.92,5,0.0725,0,122837,281516.5986,122649.2099,M
427,38,M,SNT,2,2,7.17,2B,0.1897,0,142724,66216.92716,25994.72739,M
428,53,M,TNT,3,1,69.29,1A,0.1161,0,250320,532474.2038,73316.69669,B
429,42,M,TNT,2,3,36.28,1A,0.0167,0,316680,88890.59743,34236.2021,M
430,25,M,TT,0,1,9.57,1A,-0.1339,0,21713,129779.626,48370.99628,B
431,36,F,SNT,3,3,6.65,1C,-0.0244,0,188280,611285.8805,50442.34984,B
432,38,F,TT,3,2,8.79,2A,0.0059,0,154571,238997.7564,95470.76944,B
433,33,M,ST,4,0,156.72,1C,0.005,0,61323,56090.41495,30949.9258,B
434,40,M,TT,2,0,54.88,1A,-0.1227,0,83635,104731.12,120834.2554,B
435,42,M,ST,3,0,42.31,2B,-0.0539,0,61869,306575.3578,61023.23022,M
436,43,M,ST,3,2,24.68,3,0.0071,0,241977,421403.7584,41021.90027,B
437,35,M,TNT,3,3,26.75,1C,0.1354,0,179088,170093.8818,51988.72109,B
438,58,M,SNT,1,1,3.88,1C,0.0759,0,669777,481677.4437,100276.9089,B
439,29,M,ST,2,2,12.88,4,-0.0429,0,432523,634672.9474,29667.04159,M
440,39,F,TNT,0,2,12.98,4,0.0301,0,145370,585793.2237,44484.51884,M
441,29,F,ST,0,1,5.06,3,-0.083,0,58293,213815.8335,23171.0637,M
442,33,F,SNT,1,1,9.13,5,0.126,0,471640,241590.8129,26681.2333,M
443,45,M,TT,2,1,143.28,4,0.1404,0,278755,171226.1122,116438.555,M
444,56,M,SNT,2,3,22.82,1C,0.0614,1,63967,176627.0692,118602.019,B
445,42,M,ST,4,0,11.06,1C,0.2934,0,35786,1303414.665,45801.31314,B
446,47,M,ST,1,0,25.39,4,-0.0426,0,125846,263553.7913,47332.60761,M
447,56,M,ST,3,1,10.38,5,0.0626,0,156202,130357.1721,38338.55681,M
448,44,M,ST,3,0,143.01,1C,-0.0324,0,34776,784340.934,49227.77247,B
449,52,M,TT,1,2,8.17,1C,0.005,0,143985,33359.77403,116403.0155,B
450,49,M,SNT,0,1,23.57,3,0.0845,0,83672,206744.8802,57489.19617,M
451,52,M,SNT,0,0,2.91,1C,0.1658,1,260985,3031.357757,63189.52558,B
452,39,M,TNT,2,0,6.51,1C,0.1438,0,745510,345776.3166,43161.95755,B
453,49,M,ST,0,0,58.25,1C,-0.0043,0,975611,127216.8216,79358.80299,B
454,40,F,TNT,1,0,27.51,1C,0.0421,1,127203,1314504.063,49093.4033,B
455,51,F,TT,1,2,21.85,4,0.1016,0,134370,270431.8192,182933.6796,M
456,24,M,TNT,2,1,12.33,1C,0.0819,0,216169,429785.5798,24144.56218,M
457,54,F,SNT,0,2,17.94,1A,0.0812,0,404496,242227.8724,119002.4212,B
458,51,M,TT,4,0,17.12,4,-0.0165,0,137677,135533.1847,106274.1691,B
459,43,M,ST,2,3,20.82,1C,0.0165,1,72299,112526.8286,52826.7397,B
460,45,F,SNT,0,1,29.56,2B,-0.0303,0,57378,221034.9948,35989.09436,B
461,41,F,SNT,0,0,2.61,1A,-0.0435,1,153000,270385.2954,30740.54353,B
462,48,M,ST,2,1,40.24,1C,0.165,0,113736,500579.6503,109447.3207,B
463,45,M,TNT,4,0,35.35,5,0.1141,0,176269,250119.3803,74286.10787,B
464,47,F,TT,0,1,1.85,1A,-0.0188,0,215310,233397.7662,112065.8261,B
465,48,M,TT,3,0,20.4,1C,0.2096,0,384553,161988.2806,85541.93471,B
466,36,F,TT,2,2,20.38,2B,0.0573,1,464936,369097.3391,43850.80538,B
467,42,F,ST,0,1,8.23,1C,0.0619,0,259352,320280.4066,38424.50224,B
468,40,M,PT,1,2,8.69,1C,-0.0066,0,150133,486194.9499,31201.36722,M
469,28,M,SNT,2,0,45.24,5,0.013,0,719020,194898.7252,33754.73915,M
470,47,M,ST,2,1,147.52,1C,0.1088,0,429411,25889.49863,68234.77393,M
471,47,M,ST,1,1,25.53,1C,-0.0425,0,449262,192738.0677,35843.89434,M
472,64,M,ST,2,2,8.55,1C,-0.0801,0,383729,457154.5376,69599.84565,B
473,46,M,TT,3,0,67.43,3,0.0477,0,388561,227956.9103,287588.8355,B
474,50,M,ST,0,2,22.37,1A,0.1837,0,224293,68243.67582,114452.751,B
475,30,M,SNT,2,2,86.65,1A,0.0929,1,25605,29327.49189,27749.28483,B
476,40,M,TT,1,0,10.91,5,0.0039,0,311932,392528.6493,191141.5717,M
477,57,F,TNT,1,2,17.84,1C,-0.1488,0,15755,144495.2089,155859.5094,B
478,28,M,TNT,0,0,10.2,1C,0.0371,0,153392,81002.48702,63796.00599,B
479,35,M,ST,0,0,17.94,4,0.1808,0,217740,391998.5319,42178.53302,M
480,26,M,TNT,3,0,16.25,1A,0.0743,0,703051,29846.69834,64046.4133,M
481,27,F,ST,2,2,38.67,3,0.1885,0,125843,108851.4875,35433.73088,M
482,31,F,ST,2,1,10.25,5,-0.1069,0,192371,183817.865,40027.91899,M
483,48,M,TT,0,0,19.44,2A,-0.1428,0,215544,669087.5828,185894.5045,B
484,36,M,ST,2,3,10.48,2B,-0.0048,0,112592,88347.55306,30712.96254,M
485,43,M,TT,2,1,98.72,1C,0.1455,1,68536,55805.066,50879.75655,B
486,49,M,TNT,2,0,10.13,2A,-0.0955,0,78470,85076.83517,108380.7416,M
487,30,F,ST,1,1,231.93,1C,0.0672,0,471540,430914.8933,25150.1982,M
488,53,M,TT,4,2,15.28,1C,-0.1144,0,161538,20446.57073,182852.3822,B
489,39,M,SNT,3,1,9.98,1C,-0.1356,0,186307,445117.0266,21826.07165,B
490,31,M,SNT,0,0,3.19,2B,0.0546,0,238466,711889.1296,26464.12581,M
491,28,M,TNT,2,0,25.46,5,0.1028,0,197164,286077.2316,36997.74304,M
492,32,M,TT,2,0,16.87,2A,0.1092,0,944241,589342.8102,70161.96885,M
493,35,F,ST,0,2,14.05,1A,0.0922,0,57449,333826.344,30773.39705,B
494,39,F,ST,4,2,24.75,2B,0.0954,0,117057,657085.2912,33409.0468,B
495,35,M,TT,4,2,80.1,1A,0.0315,0,451690,79060.04493,55181.91881,B
496,45,M,ST,2,2,15.28,1C,0.1215,1,342157,15945.69553,63706.20339,B
497,49,F,TNT,1,2,4.09,1C,0.1083,1,322324,320900.8203,158088.738,B
498,45,F,TNT,0,1,39.07,3,-0.2166,1,163061,272208.1295,92222.70255,B
499,47,F,TNT,4,1,12.04,5,0.1155,1,103389,536040.7136,66105.94912,B
500,49,F,PNT,1,0,68.06,1C,-0.0591,0,224176,242530.3638,23956.08028,B
501,25,M,TT,2,0,20.64,1C,0.2837,0,133174,286381.3012,82535.37195,B
502,28,F,SNT,2,0,5.55,2B,0.0041,0,447066,157745.1582,25813.41231,B
503,37,M,ST,1,1,23.63,1C,0.0275,0,466511,94263.70314,38558.09978,B
504,38,M,SNT,2,1,10.9,1C,0.0042,1,40150,184352.4772,44815.25609,B
505,52,F,TNT,0,2,2.19,2B,0.0462,0,1053479,262492.4564,83125.09259,M
506,38,F,TNT,3,0,257.96,1C,0.0888,0,127963,415839.2982,89952.02195,B
507,39,M,TT,2,0,32.25,1C,-0.0511,0,70063,119755.8535,123819.2246,B
508,32,F,TT,0,3,9.95,2B,-0.0114,0,67754,347767.5687,49532.75439,M
509,49,M,TNT,2,0,16.69,2A,0.0646,0,78037,257910.4795,118538.7483,M
510,41,M,SNT,2,0,36.62,5,0.2473,0,36768,214616.8613,29220.44294,M
511,37,M,TT,2,0,57.69,4,0.0527,1,162851,171573.7552,43261.29907,B
512,40,M,SNT,1,1,13.31,1C,0.0461,0,520415,967324.3861,30747.11777,M
513,50,M,TNT,3,3,4.53,1C,-0.0211,0,1012538,335575.6972,85652.17128,B
514,39,F,SNT,2,0,23.41,1C,0.0099,0,145072,552126.1736,39864.71078,B
515,45,M,ST,2,1,5.03,1A,0.0709,0,484626,179529.6595,47091.98183,B
516,48,M,TT,3,2,21.88,1C,0.1942,0,6123,484582.7684,127223.7177,B
517,52,M,SNT,0,1,169.86,2B,0.1918,0,252752,127170.1739,36278.66723,M
518,41,M,TNT,2,0,8.53,1C,0.0842,0,317091,318707.4202,45497.83328,B
519,39,M,TT,4,0,16.88,1C,0.1138,1,345752,58372.33686,68500.49789,B
520,63,M,TT,1,2,21.07,1C,0.1182,0,238813,215990.9067,411028.3982,B
521,23,M,TNT,0,1,14.87,2A,0.2484,0,125436,61285.92846,56103.56187,M
522,32,M,TNT,2,0,14.81,5,0.1693,0,230039,61177.63305,52732.94093,M
523,35,M,TNT,2,1,1.86,2B,-0.0278,1,57494,229657.0016,58444.92042,B
524,52,F,PNT,0,3,104.24,4,-0.0892,1,106313,57074.23545,18834.59009,M
525,39,F,TT,1,3,11.48,2B,-0.0341,0,477905,134905.0268,87397.81828,B
526,51,M,ST,2,2,16.58,2B,-0.1305,0,32712,7014.662871,95893.4221,M
527,43,M,TNT,0,2,1.09,1C,0.1338,0,90005,817008.7796,58590.74703,M
528,36,M,TT,2,2,5.1,1C,0.0283,0,576562,343543.2356,78631.47551,B
529,39,M,TT,0,1,117,3,0.1984,1,287104,767070.3865,83447.92692,B
530,37,M,TT,1,0,22.26,1C,0.0208,0,78983,372906.2874,134123.3664,B
531,37,M,TNT,3,3,97.35,1C,0.2849,0,301600,551006.6806,42448.64327,M
532,43,F,TT,3,2,26.1,2B,-0.0487,0,231234,72317.5808,237735.5879,B
533,56,M,ST,2,3,27.59,1C,0.1204,0,219543,231299.5232,86213.26135,B
534,53,F,SNT,4,0,49.21,5,-0.0402,0,435971,44771.78526,74583.25465,M
535,49,F,ST,1,0,14.28,2A,0.0589,0,101339,369649.3009,70614.96628,B
536,57,M,ST,3,1,16.83,2A,0.0411,0,600038,948928.3545,98214.73261,B
537,32,M,TNT,2,0,36.38,2A,0.0609,0,29720,645631.9959,61790.1584,M
538,34,F,SNT,1,0,183.42,2B,-0.0485,0,83401,133222.4013,29241.19519,M
539,24,M,TT,0,2,10.53,1C,0.0158,0,230455,378418.5961,126975.9533,B
540,58,M,ST,2,0,7.68,1C,0.0373,0,206925,131998.0577,69638.33716,B
541,43,F,TT,0,1,39.26,1A,0.0378,0,166664,90081.84329,161886.8488,B
542,45,M,TT,0,0,60.62,2B,-0.1953,1,860099,669598.543,396980.7312,B
543,50,M,ST,3,2,106.79,1C,0.1013,0,397482,173668.5875,76304.31398,M
544,43,M,PT,1,0,45.29,5,0.0592,0,503554,525310.7894,28864.24519,M
545,26,F,TT,0,0,45.29,4,0.0874,0,343844,526750.1895,36802.33953,M
546,31,F,TT,2,0,16.6,1A,0.1071,0,36601,241539.627,34080.91849,B
547,20,M,PT,2,3,4.2,1C,0.0637,0,506243,149660.365,17220.75418,M
548,45,M,TT,0,0,13.36,2A,-0.0574,0,257088,112916.3935,179055.4354,B
549,46,M,ST,2,2,30.32,2B,0.141,0,375055,581992.3545,96289.80395,B
550,35,F,TNT,2,2,28.79,1C,0.173,1,54850,310532.6146,31260.19304,B
551,49,F,TT,0,0,4.88,1C,-0.0883,1,185689,260309.3568,131043.6836,B
552,35,M,ST,2,0,24.21,1A,-0.0127,0,112005,548432.8038,38169.97016,B
553,42,M,ST,3,0,61.32,1C,0.1503,1,485136,543441.5333,35970.60356,B
554,25,M,ST,2,0,131.58,1C,0.1019,0,8169,511256.748,21496.58572,B
555,60,M,ST,2,0,33.38,1A,0.0578,0,96428,240038.1998,136614.9196,B
556,34,M,TNT,2,2,18.47,4,0.1654,0,121817,493414.91,40219.4549,M
557,34,M,SNT,2,0,79.84,1C,0.0839,1,513782,179545.2308,32255.51252,B
558,45,M,SNT,1,2,3.5,1A,-0.0501,0,68161,280293.7306,49301.26861,B
559,37,F,TT,2,1,32.12,1C,0.1331,0,447830,323256.7806,59366.67031,B
560,53,M,TT,1,0,11.91,1C,-0.0906,0,15872,99088.02874,240762.2546,B
561,62,F,TNT,0,1,4.39,1A,-0.1932,0,65705,146312.3503,88788.84292,B
562,36,M,ST,0,0,23.92,1C,0.1575,0,115055,69795.62132,27424.50443,B
563,57,M,PT,4,3,388.92,2B,0.0815,0,138031,605587.5038,37985.88324,M
564,65,F,PT,0,1,18.15,2A,0.0237,0,30124,204068.7706,34529.60789,M
565,49,M,TT,2,1,11.9,5,-0.0616,0,9364,194773.1014,334962.4316,B
566,32,M,ST,2,0,20.49,5,0.0534,0,237582,107051.5209,29085.31081,M
567,42,F,TNT,4,1,20.92,1C,0.1725,0,4486,17679.80855,38613.96005,B
568,39,M,ST,0,0,7.4,1C,0.0417,0,36305,565209.7022,51676.87719,B
569,28,F,TNT,0,1,9.77,2B,0.057,0,284193,246451.2598,39483.58277,M
570,40,M,TNT,2,1,59.29,1C,-0.1211,0,259120,699025.8727,56068.16997,B
571,29,F,ST,0,0,39.25,5,-0.0039,1,174039,309830.835,36588.21289,B
572,31,M,TT,0,1,22.53,1C,-0.0378,0,26079,45927.32059,91202.92983,B
573,54,F,ST,3,0,12.48,1C,0.0041,1,194885,331313.0635,113410.9553,B
574,36,F,TNT,2,0,12.28,1C,0.0644,0,604794,689063.1064,28575.79343,B
575,22,M,ST,1,1,32.21,1C,0.0807,0,383056,178688.9828,29218.93348,M
576,43,M,PT,0,0,20.74,1A,0.0593,0,239000,492995.0527,24404.90417,M
577,49,M,ST,0,0,19.59,1C,0.1425,0,206735,199633.0893,67889.50888,B
578,52,M,ST,1,1,67.88,1C,-0.0158,0,133001,837336.486,81000.39725,B
579,33,M,ST,4,1,14.45,1C,-0.0312,0,215190,266987.4031,42084.73636,B
580,31,M,TNT,1,0,6,4,-0.1312,1,325801,247292.0103,49240.93119,B
581,50,M,TNT,0,2,20.67,1A,-0.1092,0,486743,549835.1676,124929.5688,B
582,53,F,PNT,2,1,19.15,1C,0.1894,0,346287,330308.293,37928.96934,B
583,27,M,TT,0,1,41.16,2B,0.0478,0,117680,54821.66475,78891.831,M
584,41,F,ST,0,2,8.05,1C,0.0346,0,635119,102554.4962,32558.17388,M
585,25,M,PT,3,0,51.71,2B,0.2355,0,213915,991185.0173,19182.95769,M
586,42,M,TT,2,2,33.95,4,0.062,0,1186580,9053.461803,69532.54549,M
587,56,F,TT,1,0,122.46,3,-0.1712,0,93148,326271.5078,160474.7856,B
588,36,M,TT,3,2,65.38,1C,0.0075,0,523871,75535.00696,112835.9242,B
589,36,M,ST,2,0,115.08,1C,-0.002,0,195398,465089.8443,40010.03014,B
590,51,F,SNT,0,1,35.69,1C,-0.0086,0,347824,822687.9789,36710.65949,M
591,55,M,TNT,2,0,56.23,2B,0.072,1,219744,563365.1209,93342.30402,B
592,28,M,TT,1,1,23.99,1C,-0.1435,0,294942,39908.55947,52437.11596,B
593,54,M,SNT,3,2,12.79,1C,0.2113,0,83798,299364.0622,60572.3329,B
594,48,F,SNT,0,3,3.05,1C,0.0835,0,33736,268326.5359,38858.81632,B
595,24,M,TT,0,1,4.9,5,0.0242,1,230549,103809.5356,46816.85795,M
596,45,M,TT,0,1,20.39,3,-0.0137,0,134017,53890.31728,173157.7051,M
597,52,M,SNT,2,3,16.92,1C,0.1488,0,381699,245205.2196,59681.84863,M
598,38,M,TT,3,0,136.13,3,0.1324,0,390068,307488.5738,57650.63871,M
599,33,F,TT,3,1,52.11,1A,0.0759,0,497638,811805.6054,43635.31607,B
600,34,M,TNT,0,1,50.74,3,0.1196,0,344073,70304.41002,59978.41229,M
601,40,M,ST,2,0,15.81,1C,0.0581,0,27241,203655.7512,33791.06964,B
602,29,M,ST,1,1,11.47,1C,0.0447,0,56019,400970.6165,51670.46812,B
603,47,F,TT,1,1,84.33,5,-0.0044,1,157579,660841.4645,76547.26586,B
604,37,M,ST,2,2,22.53,3,-0.0667,0,97422,284793.2691,47154.89234,B
605,32,M,TT,2,0,29.68,3,0.1203,0,449539,396666.1008,153277.6944,B
606,26,M,TT,4,1,125.24,1A,-0.0225,0,202472,705121.9521,75148.12901,B
607,47,M,ST,3,2,10.76,1C,0.0371,0,122588,65225.52022,64235.97704,B
608,47,M,ST,1,1,1.93,1C,0.1949,0,323946,497771.3913,53912.93815,B
609,41,F,TT,2,0,35.99,3,0.1279,0,143723,228435.5827,51586.47351,B
610,43,F,ST,1,2,18.91,3,0.053,1,47890,28798.52194,40498.32055,B
611,45,F,TNT,3,0,15.63,3,0.0811,0,374384,484397.7033,83474.36862,B
612,35,M,TNT,0,2,26.4,3,-0.0406,0,93178,217389.7962,91890.09299,M
613,44,F,PT,0,0,12.1,1C,-0.0511,1,695464,41187.75107,28084.82924,B
614,46,F,TNT,1,2,19.57,1C,0.085,0,24545,46086.95775,69658.3094,B
615,41,F,TT,3,1,1.72,1C,0.3123,0,107347,288568.9217,147829.4032,B
616,54,M,ST,2,0,7.2,1A,0.1688,0,118960,642568.9931,74323.18548,B
617,33,M,TNT,2,1,12.42,1C,-0.0308,1,351423,490971.2515,66600.3911,B
618,41,F,TT,0,0,20.99,1C,-0.0298,0,324798,397724.4928,129552.9616,B
619,34,F,TT,0,0,36.77,4,0.0309,0,39360,421658.7554,34455.32516,M
620,55,M,TNT,3,3,23.81,1C,0.1158,0,47779,445410.0823,95871.46057,B
621,33,F,TT,1,0,7.58,2A,-0.0331,0,854769,70641.73992,35477.26185,M
622,28,M,TNT,0,1,28.88,1C,0.0541,0,55411,663285.0109,47969.21053,M
623,48,M,TNT,0,3,72.94,4,-0.0459,0,284450,329340.9886,128490.294,M
624,51,M,TT,2,1,195.27,1C,-0.0235,0,512385,216226.188,174672.8301,B
625,27,M,TT,3,0,51.42,1C,0.1656,0,49264,186058.0447,88212.36471,B
626,30,M,ST,2,2,36.13,1C,0.1144,1,15051,64490.02436,28055.04506,B
